time,x,y,z
42.87,10.85600505,1.001632393,38.68956339
42.88,9.865117852,-0.061704523,37.71833145
42.89,8.877386648,-0.919810802,36.67943963
42.9,7.911176785,-1.591547443,35.60949373
42.91,6.981074413,-2.100153892,34.53631401
42.92,6.097969247,-2.470480416,33.47972377
42.93,5.26935594,-2.726983691,32.45281498
42.94,4.499762577,-2.892427938,31.46336722
42.95,3.791233017,-2.987161259,30.51520571
42.96,3.143810455,-3.028817455,29.60937998
42.97,2.555988416,-3.032305796,28.74511735
42.98,2.02511049,-3.009977645,27.92055072
42.99,1.547711034,-2.971887971,27.13324619
43,1.119796326,-2.926095847,26.38056591
43.01,0.737069978,-2.878968509,25.65990337
43.02,0.395108667,-2.835468438,24.96882462
43.03,0.089495093,-2.799413007,24.30514324
43.04,-0.18408491,-2.77370265,23.66695117
43.05,-0.429774684,-2.760517335,23.05262164
43.06,-0.651502727,-2.761483201,22.46079612
43.07,-0.852957394,-2.777812256,21.89036349
43.08,-1.037576122,-2.810418345,21.34043673
43.09,-1.208545709,-2.860012601,20.81033072
43.1,-1.368810765,-2.927181375,20.29954303
43.11,-1.521088052,-3.01244931,19.80773889
43.12,-1.667884825,-3.116329916,19.33474079
43.13,-1.811519728,-3.239365647,18.8805229
43.14,-1.954145073,-3.382159115,18.44521031
43.15,-2.097769592,-3.545396799,18.02908293
43.16,-2.244280967,-3.729866249,17.63258409
43.17,-2.395467559,-3.936467491,17.25633368
43.18,-2.553038897,-4.16621903,16.90114601
43.19,-2.718644533,-4.420258514,16.56805228
43.2,-2.893890889,-4.699837796,16.25832795
43.21,-3.080355749,-5.006311766,15.97352508
43.22,-3.279599954,-5.341119911,15.71550973
43.23,-3.493175833,-5.705759157,15.4865044
43.24,-3.722631737,-6.101746012,15.28913527
43.25,-3.969511932,-6.530565556,15.12648365
43.26,-4.235350888,-6.993604203,15.0021406
43.27,-4.521660778,-7.492062632,14.92026256
43.28,-4.829910766,-8.026844742,14.88562531
43.29,-5.161496348,-8.598418078,14.90367136
43.3,-5.517696763,-9.206641074,14.98054462
43.31,-5.89961823,-9.850552818,15.12310301
43.32,-6.30812064,-10.52812213,15.33889707
43.33,-6.743725318,-11.23595515,15.63609882
43.34,-7.206501841,-11.96896444,16.02336121
43.35,-7.695932621,-12.72000908,16.50958515
43.36,-8.210755411,-13.47952397,17.10356826
43.37,-8.748786189,-14.2351689,17.81350958
43.38,-9.306728237,-14.97154325,18.64634859
43.39,-9.879977891,-15.67002923,19.60692777
43.4,-10.46244325,-16.30884366,20.69698814
43.41,-11.04639889,-16.86339045,21.91403847
43.42,-11.62240621,-17.30700669,23.25018176
43.43,-12.17933469,-17.61217687,24.6910335
43.44,-12.70452064,-17.75224397,26.21491699
43.45,-13.18409618,-17.70356891,27.79255669
43.46,-13.60350833,-17.447984,29.38749244
43.47,-13.94822588,-16.97526949,30.95738556
43.48,-14.20460103,-16.28528247,32.45627161
43.49,-14.36081804,-15.38932572,33.83764231
43.5,-14.40782994,-14.3103924,35.05804103
43.51,-14.34016563,-13.08207778,36.08068928
43.52,-14.15649222,-11.74618697,36.87858281
43.53,-13.85984415,-10.34933224,37.43654869
43.54,-13.45747765,-8.939026292,37.75193785
43.55,-12.96036731,-7.559872551,37.83389521
43.56,-12.38241551,-6.250402342,37.70142239
43.57,-11.73948356,-5.040935115,37.38064915
43.58,-11.04836744,-3.952602623,36.90181171
43.59,-10.32583188,-2.997453394,36.29639572
43.6,-9.587789084,-2.179394532,35.5947755
43.61,-8.848673046,-1.495656322,34.82451987
43.62,-8.121025496,-0.938473004,34.0093866
43.63,-7.41528137,-0.496733668,33.16892071
43.64,-6.739723408,-0.157439654,32.31851511
43.65,-6.100566752,0.093115234,31.46977845
43.66,-5.502133368,0.268462274,30.63107089
43.67,-4.947080204,0.381351862,29.80809878
43.68,-4.43665164,0.443380527,29.00449334
43.69,-3.970934199,0.464799898,28.22232858
43.7,-3.54909841,0.454458508,27.46255755
43.71,-3.169618508,0.419834193,26.72536216
43.72,-2.830465159,0.367123423,26.01042229
43.73,-2.529269629,0.301362379,25.31711458
43.74,-2.263460038,0.226561866,24.64465386
43.75,-2.03037163,0.145844006,23.99218942
43.76,-1.827333785,0.061573075,23.35886728
43.77,-1.651736779,-0.024524011,22.74386789
43.78,-1.501081314,-0.111249804,22.14642653
43.79,-1.373013717,-0.197841838,21.56584236
43.8,-1.265349448,-0.283891428,21.00148
43.81,-1.176087254,-0.369275036,20.45276709
43.82,-1.103416013,-0.454097205,19.91918951
43.83,-1.045716014,-0.538643892,19.40028591
43.84,-1.001556119,-0.62334502,18.89564235
43.85,-0.969688042,-0.708745074,18.40488751
43.86,-0.949038713,-0.795480654,17.92768886
43.87,-0.938701523,-0.884263988,17.46374986
43.88,-0.937927099,-0.975871521,17.01280825
43.89,-0.946114069,-1.071136792,16.57463544
43.9,-0.962800221,-1.170946927,16.14903707
43.91,-0.987654308,-1.276242163,15.73585458
43.92,-1.020468729,-1.388017924,15.33496801
43.93,-1.061153196,-1.507329028,14.94629997
43.94,-1.109729501,-1.635295681,14.5698209
43.95,-1.166327426,-1.773110962,14.2055558
43.96,-1.231181811,-1.922049549,13.85359261
43.97,-1.304630789,-2.083477445,13.51409251
43.98,-1.387115145,-2.258862473,13.18730245
43.99,-1.47917877,-2.449785291,12.8735703
44,-1.581470131,-2.657950645,12.57336313
44.01,-1.694744666,-2.885198479,12.28728915
44.02,-1.819867985,-3.133514457,12.01612407
44.03,-1.957819719,-3.405039237,11.76084254
44.04,-2.109697785,-3.702075685,11.52265564
44.05,-2.276722791,-4.027092872,11.30305546
44.06,-2.460242184,-4.382725361,11.10386778
44.07,-2.661733639,-4.771765747,10.92731407
44.08,-2.882806967,-5.197147818,10.77608396
44.09,-3.125203665,-5.661916839,10.65341927
44.1,-3.390792873,-6.169182487,10.56321016
44.11,-3.681562171,-6.722048693,10.51010392
44.12,-3.999601176,-7.323513182,10.49962522
44.13,-4.347075323,-7.976327817,10.53830572
44.14,-4.726186521,-8.682809055,10.63381819
44.15,-5.139116617,-9.444586075,10.7951067
44.16,-5.587948693,-10.26227284,11.03249972
44.17,-6.074560402,-11.13505005,11.35778567
44.18,-6.600482787,-12.0601445,11.78422178
44.19,-7.166717707,-13.0321986,12.32643583
44.2,-7.77350736,-14.04253255,13.00016731
44.21,-8.420051087,-15.07832012,13.82178178
44.22,-9.104168312,-16.12172615,14.80748179
44.23,-9.821913036,-17.14909475,15.97213544
44.24,-10.56715565,-18.13032846,17.32765807
44.25,-11.33116259,-19.02865877,18.88092227
44.26,-12.10222324,-19.80106388,20.63125033
44.27,-12.86539499,-20.39961946,22.56766542
44.28,-13.60245708,-20.77404088,24.66624237
44.29,-14.29217468,-20.87555374,26.88807771
44.3,-14.91096752,-20.66198781,29.17853843
44.31,-15.43404179,-20.10363405,31.46846822
44.32,-15.83697523,-19.1890022,33.67784239
44.33,-16.09764733,-17.92929948,35.72192494
44.34,-16.19829932,-16.36039216,37.51934421
44.35,-16.12742377,-14.54134058,39.0008426
44.36,-15.88115779,-12.54931353,40.11702931
44.37,-15.46391009,-10.47160001,40.84350373
44.38,-14.88808662,-8.396220001,41.1822821
44.39,-14.17295584,-6.402981089,41.15938019
44.4,-13.34286066,-4.556604094,40.81934095
44.41,-12.42508789,-2.902866392,40.21811208
44.42,-11.4477273,-1.467877696,39.41580601
44.43,-10.43779543,-0.259913176,38.47056629
44.44,-9.419798575,0.727138328,37.43422284
44.45,-8.414798682,1.509684437,36.34987286
44.46,-7.439956092,2.110470424,35.25112769
44.47,-6.508465607,2.555230194,34.16256857
44.48,-5.629778805,2.870148943,33.10092606
44.49,-4.810006858,3.080137273,32.07657431
44.5,-4.052414455,3.207800675,31.09504951
44.51,-3.357937634,3.272943148,30.15841812
44.52,-2.725680307,3.292444643,29.26641314
44.53,-2.15336272,3.280376694,28.4173198
44.54,-1.637709018,3.248252957,27.60862924
44.55,-1.174770589,3.205342369,26.83749629
44.56,-0.760187788,3.158998033,26.10104233
44.57,-0.389395877,3.11497389,25.39654209
44.58,-0.057782472,3.077714298,24.72152763
44.59,0.239195963,3.050610089,24.07383596
44.6,0.505931387,3.036219811,23.45162053
44.61,0.746608749,3.036457698,22.8533413
44.62,0.965172229,3.052751335,22.27774366
44.63,1.165308367,3.086172534,21.72383305
44.64,1.350442103,3.137544964,21.19084988
44.65,1.523742446,3.207531892,20.67824722
44.66,1.688135118,3.296707016,20.18567287
44.67,1.846320018,3.405611016,19.71295656
44.68,2.000791814,3.534796038,19.26010239
44.69,2.153862292,3.684859927,18.82728675
44.7,2.307683409,3.856471689,18.41486137
44.71,2.464270188,4.050389266,18.0233615
44.72,2.625522792,4.267470376,17.65351913
44.73,2.793247208,4.508676817,17.30628105
44.74,2.969174062,4.775072268,16.98283178
44.75,3.154975102,5.067813271,16.6846214
44.76,3.352276904,5.388132655,16.41339804
44.77,3.562671279,5.737314263,16.17124505
44.78,3.78772181,6.116657385,15.96062241
44.79,4.028965791,6.527428824,15.7844116
44.8,4.287910729,6.970800011,15.64596305
44.81,4.566024344,7.44776612,15.54914397
44.82,4.864716818,7.959043674,15.49838403
44.83,5.185313787,8.504942857,15.49871454
44.84,5.529018381,9.085210673,15.55579541
44.85,5.896860394,9.698841491,15.67592183
44.86,6.289630575,10.34385257,15.86600007
44.87,6.707798102,11.0170242,16.1334788
44.88,7.151409561,11.71360761,16.48621922
44.89,7.619968513,12.42700897,16.93228432
44.9,8.112295893,13.14846575,17.47962562
44.91,8.626373542,13.86674132,18.13564602
44.92,9.159175971,14.56787692,18.90662065
44.93,9.706499374,15.23505373,19.79696727
44.94,10.26280179,15.84863204,20.80837373
44.95,10.82107385,16.38644425,21.93881611
44.96,11.37276516,16.82441989,23.18153553
44.97,11.90779598,17.13760635,24.52408348
44.98,12.41468534,17.30161369,25.94758724
44.99,12.88082404,17.29445076,27.42641813
45,13.2929109,17.09863552,28.92845067
45.01,13.63755341,16.70336674,30.41606509
45.02,13.90200898,16.1064588,31.84795849
45.03,14.07501442,15.31569606,33.18169527
45.04,14.14762412,14.34928766,34.37676656
45.05,14.11395891,13.23521194,35.39778205
45.06,13.97176574,12.00942246,36.21733203
45.07,13.72270496,10.71310401,36.81807246
45.08,13.37231809,9.389359148,37.19370862
45.09,12.92967553,8.079815541,37.34875779
45.1,12.406751,6.821639469,37.29720052
45.11,11.81760678,5.645327703,37.06031987
45.12,11.1774924,4.573468425,36.6641313
45.13,10.50195875,3.620468741,36.13680787
45.14,9.806071299,2.793091605,35.50642525
45.15,9.10377872,2.091556535,34.79922549
45.16,8.407462744,1.510939043,34.03846967
45.17,7.727668921,1.042636764,33.24384474
45.18,7.072998562,0.675732003,32.43132506
45.19,6.45013124,0.398148497,31.61336161
45.2,5.863943357,0.197559589,30.79927412
45.21,5.317689725,0.062048421,29.99574133
45.22,4.813219736,-0.01945258,29.20731124
45.23,4.351205707,-0.056903149,28.43688023
45.24,3.931367055,-0.059035139,27.68611258
45.25,3.552679478,-0.033332023,26.95578873
45.26,3.213562705,0.013924783,26.24608196
45.27,2.91204381,0.077568456,25.55676986
45.28,2.645895459,0.153437211,24.88739025
45.29,2.412750079,0.238256142,24.23735194
45.3,2.210191875,0.329519523,23.60601046
45.31,2.03582916,0.425379283,22.99271752
45.32,1.887349622,0.524542992,22.39685143
45.33,1.762561166,0.626183011,21.81783446
45.34,1.659420778,0.729857349,21.25514135
45.35,1.576053679,0.835442025,20.70830245
45.36,1.510764749,0.943074328,20.17690365
45.37,1.462043957,1.053106083,19.66058499
45.38,1.428567273,1.166065947,19.15903883
45.39,1.409194296,1.282629701,18.67200844
45.4,1.402963633,1.403597558,18.19928746
45.41,1.409086854,1.529877523,17.74072054
45.42,1.426941702,1.662473954,17.2962053
45.43,1.456065072,1.80248053,16.86569592
45.44,1.49614618,1.951076903,16.44920834
45.45,1.547020211,2.109528395,16.0468273
45.46,1.60866267,2.279188158,15.6587155
45.47,1.68118457,2.461501231,15.28512492
45.48,1.764828531,2.658009977,14.92641086
45.49,1.859965821,2.870360354,14.58304881
45.5,1.96709429,3.100308452,14.25565482
45.51,2.0868371,3.349726629,13.94500975
45.52,2.219942124,3.620608499,13.65208804
45.53,2.367281779,3.915071809,13.37809174
45.54,2.529852992,4.235358034,13.12449042
45.55,2.708776927,4.583827183,12.89306791
45.56,2.905297922,4.962945901,12.68597645
45.57,3.120780986,5.375266422,12.50579916
45.58,3.35670696,5.823393263,12.35562116
45.59,3.61466422,6.309933772,12.23910955
45.6,3.896335498,6.83742764,12.16060189
45.61,4.203477988,7.408249475,12.12520155
45.62,4.537894488,8.024477283,12.13887713
45.63,4.901392801,8.687718603,12.20856094
45.64,5.295730027,9.398885041,12.34223821
45.65,5.722537809,10.15790551,12.54901519
45.66,6.183224072,10.96336903,12.83914804
45.67,6.678846413,11.81209028,13.22400848
45.68,7.20995236,12.69859606,13.71595335
45.69,7.776382385,13.61454013,14.32805718
45.7,8.377033326,14.54806843,15.07365846
45.71,9.009583187,15.48317869,15.96566553
45.72,9.670183742,16.39914772,17.01557046
45.73,10.35313546,17.27013661,18.23213323
45.74,11.05057031,18.06512298,19.61973299
45.75,11.75218139,18.74834339,21.17644162
45.76,12.4450531,19.28044178,22.891963
45.77,13.11365795,19.62049149,24.74569257
45.78,13.740092,19.72896784,26.70526796
45.79,14.304614,19.57158017,28.72606767
45.8,14.78652723,19.12363549,30.75211932
45.81,15.16539544,18.37434153,32.71875185
45.82,15.42251758,17.3302485,34.55704133
45.83,15.5425133,16.01697704,36.19968701
45.84,15.51481063,14.47856997,37.58751581
45.85,15.33480428,12.77424372,38.67550223
45.86,15.00448111,10.97290414,39.43715472
45.87,14.53239148,9.146343022,39.86641819
45.88,13.93296166,7.362346681,39.97680257
45.89,13.22526109,5.678913555,39.7980821
45.9,12.43142637,4.140419846,39.37140392
45.91,11.57497909,2.776042213,38.74385349
45.92,10.67925639,1.600235694,37.96343161
45.93,9.766114325,0.614719729,37.07509624
45.94,8.854989183,-0.188701956,36.11815175
45.95,7.962331403,-0.825103794,35.12494838
45.96,7.101373885,-1.313634045,34.12064992
45.97,6.282166822,-1.675201397,33.1237433
45.98,5.511801407,-1.93074392,32.14697257
45.99,4.794749472,-2.100056532,31.19844056
46,4.133258762,-2.201090032,30.28269973
46.01,3.527758908,-2.249612182,29.40172654
46.02,2.977247862,-2.259124703,28.55573101
46.03,2.479640773,-2.240946542,27.74379164
46.04,2.032072569,-2.204394445,26.9643292
46.05,1.63115192,-2.157011591,26.21544346
46.06,1.27316833,-2.104811386,25.49514069
46.07,0.954256447,-2.052515982,24.80147812
46.08,0.670522802,-2.003777897,24.13264809
46.09,0.418140456,-1.961379052,23.48702046
46.1,0.193416873,-1.927405325,22.8631574
46.11,-0.007160089,-1.903396943,22.25981104
46.12,-0.186893777,-1.890476325,21.67591169
46.13,-0.348864204,-1.889455569,21.11055146
46.14,-0.495924235,-1.900926018,20.56296683
46.15,-0.630703893,-1.92533231,20.03252223
46.16,-0.755620645,-1.963033197,19.51869573
46.17,-0.872893935,-2.014351231,19.02106751
46.18,-0.984562612,-2.079613164,18.53931143
46.19,-1.092504148,-2.159182711,18.07318959
46.2,-1.198454846,-2.253487072,17.62255002
46.21,-1.304030388,-2.363038429,17.18732725
46.22,-1.410746275,-2.488451388,16.76754588
46.23,-1.520037815,-2.630457179,16.36332699
46.24,-1.633279434,-2.789915204,15.97489758
46.25,-1.75180313,-2.967822374,15.6026032
46.26,-1.876915974,-3.165320459,15.24692397
46.27,-2.009916539,-3.383701492,14.9084943
46.28,-2.152110185,-3.624411056,14.58812686
46.29,-2.304823088,-3.889049036,14.28684119
46.3,-2.469414852,-4.179367158,14.00589756
46.31,-2.647289489,-4.497262293,13.74683676
46.32,-2.839904464,-4.844764117,13.51152636
46.33,-3.048777352,-5.224015264,13.3022141
46.34,-3.275489516,-5.637241509,13.12158889
46.35,-3.521685993,-6.08670887,12.97284954
46.36,-3.789070518,-6.574663712,12.85978098
46.37,-4.079394309,-7.103251023,12.78683705
46.38,-4.394436859,-7.67440507,12.75922764
46.39,-4.735976537,-8.289705605,12.78300648
46.4,-5.105748331,-8.95019194,12.86515364
46.41,-5.50538555,-9.656126623,13.01364337
46.42,-5.936341806,-10.40670058,13.23748405
46.43,-6.399789254,-11.19967291,13.54671148
46.44,-6.896488906,-12.03094182,13.95231046
46.45,-7.426629202,-12.89404939,14.46603239
46.46,-7.989630081,-13.77963309,15.10006949
46.47,-8.583912008,-14.67485282,15.86654077
46.48,-9.206633218,-15.56284402,16.77674344
46.49,-9.853404239,-16.42227575,17.84013049
46.5,-10.51799699,-17.22712511,19.06299492
46.51,-11.19207623,-17.94681146,20.44687969
46.52,-11.86499344,-18.54685518,21.98679398
46.53,-12.52369495,-18.990223,23.6694002
46.54,-13.15280523,-19.23947626,25.4714347
46.55,-13.73494648,-19.25973483,27.35871611
46.56,-14.25134401,-19.02230174,29.28614441
46.57,-14.68273678,-18.50857948,31.19905826
46.58,-15.0105652,-17.71369474,33.03616069
46.59,-15.21834773,-16.64911167,34.73393896
46.6,-15.29309738,-15.34353527,36.2321373
46.61,-15.22658624,-13.84163846,37.47949309
46.62,-15.01625944,-12.20056786,38.4387474
46.63,-14.66563888,-10.48468618,39.08999334
46.64,-14.18413744,-8.759432477,39.43174899
46.65,-13.58630736,-7.085373309,39.47964594
46.66,-12.89064382,-5.513415791,39.26314374
46.67,-12.11812995,-4.081806662,38.82104706
46.68,-11.29072978,-2.815087513,38.19672196
46.69,-10.43001143,-1.724767456,37.43378767
46.7,-9.556028746,-0.811216461,36.57278899
46.71,-8.68652519,-0.066203823,35.64904489
46.72,-7.836465137,0.524428389,34.69161316
46.73,-7.017855252,0.978322654,33.72315211
46.74,-6.239795298,1.314599041,32.76039993
46.75,-5.508690796,1.552353119,31.81500462
46.76,-4.828564707,1.709634713,30.8944901
46.77,-4.201416296,1.802832627,30.00320968
46.78,-3.62758852,1.846372428,29.14319847
46.79,-3.106117749,1.852637292,28.31488403
46.8,-2.63505011,1.832035515,27.51764666
46.81,-2.211716667,1.793155436,26.75024023
46.82,-1.832965239,1.742964966,26.01109397
46.83,-1.495350219,1.687026728,25.29851861
46.84,-1.19528389,1.629710396,24.61083933
46.85,-0.929153718,1.574391502,23.94647501
46.86,-0.693410463,1.523631182,23.30398001
46.87,-0.484631818,1.479334714,22.68206066
46.88,-0.299565933,1.442888805,22.07957597
46.89,-0.135158723,1.41527877,21.495529
46.9,0.011431673,1.397187386,20.92905372
46.91,0.142830416,1.389077466,20.37940016
46.92,0.261449066,1.391260237,19.84591989
46.93,0.369494292,1.403951569,19.3280529
46.94,0.468980595,1.427317895,18.82531649
46.95,0.561745756,1.46151356,18.33729629
46.96,0.649468021,1.506711102,17.86363958
46.97,0.733684239,1.563125792,17.4040508
46.98,0.815808387,1.631035614,16.95828912
46.99,0.897150045,1.710797648,16.52616794
47,0.978932536,1.802861722,16.10755629
47.01,1.062310539,1.907782007,15.70238221
47.02,1.14838705,2.026227141,15.31063784
47.03,1.238229636,2.15898931,14.93238671
47.04,1.332885976,2.306992621,14.56777308
47.05,1.433398692,2.471300983,14.21703377
47.06,1.540819499,2.653125574,13.88051271
47.07,1.656222696,2.853831888,13.55867868
47.08,1.780718023,3.074946157,13.2521467
47.09,1.915462857,3.318160837,12.96170374
47.1,2.061673702,3.585338591,12.68833928
47.11,2.22063687,3.878513993,12.43328182
47.12,2.393718142,4.199891852,12.19804182
47.13,2.582371141,4.551840638,11.98446238
47.14,2.788143951,4.936879045,11.79477839
47.15,3.012683413,5.357653054,11.63168512
47.16,3.257736216,5.816900118,11.49841707
47.17,3.525145698,6.317396143,11.39883724
47.18,3.816842848,6.861879796,11.33753679
47.19,4.134829601,7.452947398,11.31994366
47.2,4.481151973,8.092910203,11.35243718
47.21,4.857859962,8.783604398,11.44246341
47.22,5.266950463,9.526142891,11.59864246
47.23,5.710288701,10.32059717,11.83085416
47.24,6.189503023,11.16559789,12.15028218
47.25,6.705847374,12.05784522,12.56938874
47.26,7.260025731,12.99152546,13.10178193
47.27,7.851973414,13.95764105,13.76192742
47.28,8.480592158,14.94327827,14.56464584
47.29,9.143439598,15.93086292,15.52433062
47.3,9.836380207,16.89749028,16.6538229
47.31,10.55321438,17.81446007,17.9628968
47.32,11.28531558,18.64719653,19.4563493
47.33,12.02132186,19.35577491,21.13176152
47.34,12.74694593,19.89629188,22.97710722
47.35,13.44498286,20.22328011,24.96852263
47.36,14.09560154,20.29325056,27.06869548
47.37,14.67699588,20.06923091,29.2264321
47.38,15.16643787,19.52586886,31.37795465
47.39,15.54171403,18.65434395,33.45030078
47.4,15.78284341,17.46609202,35.36681898
47.41,15.87388718,15.99432535,37.05422591
47.42,15.80459274,14.29262526,38.45016153
47.43,15.5715977,12.43047972,39.50984922
47.44,15.17896895,10.48638004,40.2105153
47.45,14.63796421,8.539723527,40.5526873
47.46,13.96604996,6.663050751,40.55823667
47.47,13.18534706,4.915975557,40.26579409
47.48,12.3207645,3.341631143,39.7246813
47.49,11.39810273,1.965779458,38.98863286
47.5,10.44236577,0.798154459,38.11035625
47.51,9.476439751,-0.164718499,37.13755098
47.52,8.520203481,-0.936041693,36.11055728
47.53,7.590058894,-1.535275604,35.06146183
47.54,6.698816936,-1.985122038,34.01430161
47.55,5.855850281,-2.309169572,32.98596159
47.56,5.06742174,-2.530233168,31.98741075
47.57,4.337108721,-2.669310504,31.02501207
47.58,3.666261857,-2.74502818,30.10173883
47.59,3.054454474,-2.773443202,29.21821049
47.6,2.499895899,-2.768080756,28.37351918
47.61,1.999794324,-2.740114184,27.56585435
47.62,1.550663983,-2.698618858,26.79295147
47.63,1.148577309,-2.650853837,26.05239805
47.64,0.789366163,-2.602542365,25.34183017
47.65,0.468777988,-2.558134643,24.65904875
47.66,0.182593316,-2.521044592,24.00207995
47.67,-0.07328905,-2.493857593,23.36919821
47.68,-0.302793319,-2.478509327,22.75892622
47.69,-0.509629274,-2.476437548,22.17002174
47.7,-0.697271637,-2.488709448,21.60145811
47.71,-0.868952457,-2.516127541,21.0524032
47.72,-1.027663373,-2.559316982,20.52219936
47.73,-1.17616519,-2.618797044,20.01034637
47.74,-1.317002676,-2.695039199,19.51648796
47.75,-1.452522919,-2.788513972,19.04040258
47.76,-1.584895934,-2.899728422,18.58199833
47.77,-1.716136475,-3.029255811,18.14131215
47.78,-1.848126284,-3.177758738,17.71851316
47.79,-1.982636137,-3.346006742,17.31391013
47.8,-2.12134724,-3.534889099,16.92796302
47.81,-2.265871587,-3.745423276,16.56129885
47.82,-2.417770986,-3.978759223,16.21473181
47.83,-2.57857448,-4.236179396,15.88928811
47.84,-2.749793887,-4.519094084,15.58623561
47.85,-2.932937162,-4.82903127,15.30711873
47.86,-3.129519212,-5.167619859,15.05379877
47.87,-3.3410697,-5.536564663,14.82849993
47.88,-3.569137247,-5.937611016,14.63386094
47.89,-3.815289255,-6.37249633,14.47299203
47.9,-4.081106373,-6.842885258,14.34953636
47.91,-4.368170374,-7.350284471,14.26773422
47.92,-4.678043891,-7.895932369,14.23248742
47.93,-5.012240178,-8.480658486,14.24941943
47.94,-5.372180663,-9.104706982,14.324925
47.95,-5.759137788,-9.767518707,14.46620014
47.96,-6.174160349,-10.46746714,14.68123997
47.97,-6.617978458,-11.20154552,14.97878776
47.98,-7.090885443,-11.96500634,15.36821398
47.99,-7.592594628,-12.75096046,15.85929947
48,-8.122070288,-13.54995272,16.46189282
48.01,-8.677334301,-14.34954392,17.18541053
48.02,-9.255253573,-15.13394666,18.0381511
48.03,-9.851318289,-15.88378243,19.02640393
48.04,-10.45942754,-16.57604936,20.15335413
48.05,-11.07170677,-17.18440737,21.41781776
48.06,-11.67838966,-17.67989422,22.81289025
48.07,-12.26780444,-18.0321718,24.32465098
48.08,-12.82650816,-18.2113561,25.93113088
48.09,-13.33960982,-18.19039966,27.60180089
48.1,-13.79131042,-17.94787323,29.29785383
48.11,-14.16566436,-17.47084974,30.97350507
48.12,-14.44753076,-16.75746402,32.57841094
48.13,-14.62364219,-15.81865322,34.06110221
48.14,-14.68367875,-14.67862315,35.37308841
48.15,-14.62121017,-13.37375772,36.47307298
48.16,-14.43436799,-11.9499725,37.33060625
48.17,-14.1261386,-10.4588393,37.92855117
48.18,-13.7042237,-8.953078461,38.26395074
48.19,-13.18048362,-7.482141974,38.34721164
48.2,-12.57004547,-6.088554008,38.19985622
48.21,-11.890204,-4.805463229,37.8513444
48.22,-11.15926053,-3.655571711,37.33556724
48.23,-10.3954335,-2.651329998,36.68756088
48.24,-9.615940717,-1.796096498,35.94083039
48.25,-8.836310474,-1.085878705,35.12547354
48.26,-8.069937007,-0.511290972,34.26711535
48.27,-7.327863108,-0.059443221,33.38653877
48.28,-6.61875202,0.284422097,32.49983496
48.29,-5.949001799,0.53563117,31.61888614
48.3,-5.322955296,0.70913102,30.75201846
48.31,-4.74316462,0.818859129,29.90470104
48.32,-4.210677315,0.877374094,29.08020948
48.33,-3.725320344,0.895685082,28.28020754
48.34,-3.285966029,0.883222496,27.50522778
48.35,-2.890770632,0.847901743,26.75504987
48.36,-2.537381208,0.796242871,26.02898576
48.37,-2.223109812,0.733518941,25.32608595
48.38,-1.945076416,0.663914443,24.64528229
48.39,-1.700323159,0.590681617,23.98548206
48.4,-1.485903277,0.516287306,23.345626
48.41,-1.298948216,0.442546345,22.72472077
48.42,-1.136716396,0.370739745,22.12185401
48.43,-0.996626843,0.301717365,21.53619812
48.44,-0.876280571,0.235985645,20.96700712
48.45,-0.773472269,0.173781519,20.41360985
48.46,-0.68619445,0.115133803,19.87540148
48.47,-0.612635916,0.059913525,19.35183458
48.48,-0.551176055,0.00787458,18.84241076
48.49,-0.500376226,-0.041313933,18.34667309
48.5,-0.458969237,-0.088042454,17.86419954
48.51,-0.425847723,-0.132741687,17.39459752
48.52,-0.400052036,-0.175868302,16.93749947
48.53,-0.38075814,-0.21789477,16.49255923
48.54,-0.367265855,-0.259302592,16.05944934
48.55,-0.358987722,-0.300578286,15.63785889
48.56,-0.355438643,-0.342211622,15.22749205
48.57,-0.356226448,-0.384695668,14.828067
48.58,-0.361043421,-0.428528295,14.4393153
48.59,-0.369658846,-0.474214869,14.0609816
48.6,-0.381912562,-0.522271913,13.69282372
48.61,-0.397709519,-0.573231572,13.334613
48.62,-0.417015315,-0.627646765,12.98613491
48.63,-0.439852675,-0.686096958,12.6471901
48.64,-0.466298842,-0.749194487,12.31759568
48.65,-0.496483846,-0.817591443,11.99718698
48.66,-0.530589618,-0.891987086,11.68581969
48.67,-0.568849923,-0.973135849,11.38337263
48.68,-0.611551089,-1.061855924,11.0897511
48.69,-0.65903351,-1.159038512,10.80489107
48.7,-0.71169393,-1.265657752,10.52876429
48.71,-0.769988477,-1.382781409,10.26138454
48.72,-0.834436477,-1.511582342,10.00281533
48.73,-0.905625022,-1.653350796,9.753179275
48.74,-0.984214328,-1.809507531,9.512669599
48.75,-1.070943856,-1.981617753,9.281564114
48.76,-1.166639229,-2.171405793,9.060242341
48.77,-1.272219903,-2.380770365,8.849206371
48.78,-1.388707592,-2.611800168,8.649106269
48.79,-1.517235366,-2.866789428,8.460770998
48.8,-1.659057343,-3.148252782,8.285245984
48.81,-1.815558805,-3.458938629,8.12383865
48.82,-1.988266505,-3.801839703,7.978173487
48.83,-2.178858789,-4.180199096,7.850258412
48.84,-2.389175016,-4.597509311,7.742564385
48.85,-2.621223525,-5.057501006,7.658120402
48.86,-2.877187096,-5.564116917,7.600626023
48.87,-3.159424455,-6.121464937,7.574583398
48.88,-3.470465851,-6.733742393,7.585450271
48.89,-3.813000044,-7.405121158,7.63981436
48.9,-4.189849187,-8.139580375,7.745587583
48.91,-4.603926983,-8.940670234,7.912215431
