time,x,y,z
15.21,-4.688809813,-6.926248269,17.36924716
15.22,-4.922917135,-7.368537306,17.25108528
15.23,-5.17811418,-7.837315618,17.17599714
15.24,-5.454924818,-8.332716217,17.14814295
15.25,-5.75381173,-8.854354601,17.17212331
15.26,-6.075126281,-9.401186633,17.25296824
15.27,-6.419048578,-9.971344494,17.39610087
15.28,-6.785516593,-10.56195176,17.60726643
15.29,-7.174143558,-11.16892127,17.89241572
15.3,-7.584123427,-11.78674309,18.25753095
15.31,-8.014125163,-12.4082749,18.70838094
15.32,-8.46217797,-13.02455345,19.25019423
15.33,-8.925551541,-13.62465292,19.88724126
15.34,-9.400637837,-14.19562415,20.62232362
15.35,-9.882843881,-14.72255571,21.45617886
15.36,-10.36650828,-15.18880211,22.38682469
15.37,-10.84485734,-15.57642403,23.4088865
15.38,-11.31001901,-15.86687568,24.51297498
15.39,-11.75311351,-16.04195404,25.68520345
15.4,-12.16443786,-16.08499075,26.906951
15.41,-12.53375543,-15.98222174,28.15498097
15.42,-12.85069247,-15.72421758,29.40200703
15.43,-13.10522933,-15.30720894,30.61775568
15.44,-13.28825818,-14.73411142,31.77050523
15.45,-13.39216259,-14.01505557,32.82899557
15.46,-13.41136216,-13.16727274,33.7645178
15.47,-13.34276029,-12.21427276,34.55293086
15.48,-13.18603835,-11.18436322,35.1763347
15.49,-12.94375535,-10.10867542,35.6241674
15.5,-12.6212365,-9.018949977,35.89358362
15.51,-12.22626169,-7.945371834,35.98909192
15.52,-11.76859104,-6.914721346,35.92154965
15.53,-11.25938315,-5.949033982,35.70670619
15.54,-10.71056979,-5.064859003,35.36353011
15.55,-10.13424838,-4.273104433,34.91254905
15.56,-9.542142392,-3.579374586,34.37438497
15.57,-8.945163323,-2.984659636,33.76859937
15.58,-8.353090922,-2.486224946,33.11289314
15.59,-7.774372438,-2.078563482,32.42264826
15.6,-7.216030282,-1.754306241,31.71075984
15.61,-6.683660176,-1.505022293,30.98768864
15.62,-6.181498756,-1.321873788,30.26166159
15.63,-5.712539648,-1.196117688,29.53895598
15.64,-5.278679169,-1.11946389,28.82421656
15.65,-4.880876074,-1.08430944,28.12076938
15.66,-4.519313355,-1.083872573,27.43090964
15.67,-4.193553506,-1.112250252,26.75615169
15.68,-3.902681676,-1.164420474,26.09743688
15.69,-3.645433472,-1.236207106,25.45530061
15.7,-3.420306021,-1.32422132,24.8300024
15.71,-3.225652206,-1.425790265,24.22162464
15.72,-3.059758849,-1.538880669,23.63014586
15.73,-2.92091016,-1.662022695,23.055494
15.74,-2.807438061,-1.794237565,22.49758468
15.75,-2.717761109,-1.934971053,21.95634853
15.76,-2.650413716,-2.08403398,21.43175104
15.77,-2.604067286,-2.241550133,20.92380741
15.78,-2.577544734,-2.407911508,20.43259456
15.79,-2.569829716,-2.583740501,19.95826188
15.8,-2.58007168,-2.769858384,19.50104173
15.81,-2.607587723,-2.967259335,19.06126078
15.82,-2.651862022,-3.177089125,18.63935274
15.83,-2.712543486,-3.400627537,18.23587312
15.84,-2.789442097,-3.639273528,17.85151646
15.85,-2.882524278,-3.894532059,17.48713645
15.86,-2.99190748,-4.16800144,17.14376931
15.87,-3.117854056,-4.46135994,16.82266079
15.88,-3.260764355,-4.776350231,16.52529705
15.89,-3.421168817,-5.114760061,16.2534397
15.9,-3.599718731,-5.47839729,16.00916501
15.91,-3.797175131,-5.869057122,15.79490727
15.92,-4.014395162,-6.288479003,15.61350586
15.93,-4.252315011,-6.73829024,15.46825512
15.94,-4.511928336,-7.219933,15.36295559
15.95,-4.794258832,-7.734570874,15.3019641
15.96,-5.100325369,-8.282970932,15.2902391
15.97,-5.431097865,-8.865356992,15.33337596
15.98,-5.787441837,-9.481230111,15.43762472
15.99,-6.170049425,-10.12915306,15.60988049
16,-6.579354658,-10.80649734,15.85763339
16.01,-7.01543094,-11.5091542,16.18886178
16.02,-7.477869287,-12.23121608,16.61184922
16.03,-7.965636908,-12.96464187,17.1349029
16.04,-8.476917496,-13.69892913,17.76595049
16.05,-9.008937249,-14.42082874,18.51199447
16.06,-9.55778431,-15.11415245,19.37841018
16.07,-10.11823416,-15.75973835,20.36808825
16.08,-10.6835991,-16.33565265,21.48044557
16.09,-11.2456261,-16.81771116,22.71036249
16.1,-11.79447256,-17.18039552,24.04714602
16.11,-12.31879271,-17.39821034,25.47366448
16.12,-12.80596621,-17.44747149,26.96583749
16.13,-13.24249269,-17.30843443,28.49268238
16.14,-13.6145604,-16.96757103,30.01709615
16.15,-13.90877325,-16.41970595,31.49747802
16.16,-14.11299086,-15.66965812,32.89016892
16.17,-14.21720645,-14.73303267,34.15251852
16.18,-14.214364,-13.63589609,35.24622411
16.19,-14.10100799,-12.41324075,36.14047044
16.2,-13.87767113,-11.10637073,36.81438075
16.21,-13.54893773,-9.759559362,37.25838797
16.22,-13.12316747,-8.416475684,37.47433324
16.23,-12.61191591,-7.116907077,37.47434236
16.24,-12.0291307,-5.894213015,37.27875063
16.25,-11.39022864,-4.77376566,36.91348351
16.26,-10.71116248,-3.772424846,36.40733061
16.27,-10.00757192,-2.898916103,35.78948328
16.28,-9.294085301,-2.154867582,35.0875811
16.29,-8.583807001,-1.53622437,34.32637178
16.3,-7.887995737,-1.034783013,33.52697024
16.31,-7.215917154,-0.639650087,32.70662312
16.32,-6.57484029,-0.338501423,31.87884733
16.33,-5.970142035,-0.118584724,31.05380829
16.34,-5.405484213,0.032541608,30.23882133
16.35,-4.883032271,0.126508787,29.43888772
16.36,-4.403690768,0.173836502,28.65720607
16.37,-3.967337324,0.183785327,27.89562463
16.38,-3.57304265,0.164320439,27.15501953
16.39,-3.219269202,0.122150769,26.43559696
16.4,-2.904044717,0.062815218,25.73712497
16.41,-2.625109644,-0.009205284,25.05910493
16.42,-2.380039265,-0.090364902,24.4008936
16.43,-2.166342395,-0.177929388,23.76178666
16.44,-1.981539183,-0.269858375,23.14107327
16.45,-1.823220754,-0.364697275,22.53806954
16.46,-1.689093426,-0.461480691,21.95213741
16.47,-1.577010126,-0.559648022,21.38269369
16.48,-1.484991363,-0.658971131,20.82921294
16.49,-1.41123789,-0.759493443,20.2912268
16.5,-1.354136871,-0.861479586,19.76832155
16.51,-1.312263151,-0.965374528,19.26013512
16.52,-1.284376923,-1.071771157,18.76635434
16.53,-1.2694189,-1.18138525,18.28671295
16.54,-1.266503884,-1.295036849,17.82099062
16.55,-1.274913447,-1.41363714,17.36901327
16.56,-1.294088289,-1.538180022,16.9306547
16.57,-1.323620725,-1.669737627,16.50583966
16.58,-1.363247616,-1.809459162,16.09454855
16.59,-1.412844011,-1.958572485,15.69682378
16.6,-1.472417646,-2.118387913,15.31277799
16.61,-1.542104422,-2.290303792,14.94260436
16.62,-1.62216491,-2.475813379,14.58658935
16.63,-1.71298189,-2.676512594,14.2451281
16.64,-1.815058881,-2.89410817,13.91874305
16.65,-1.929019593,-3.130425665,13.60810617
16.66,-2.055608149,-3.387416705,13.31406554
16.67,-2.19568992,-3.667164668,13.03767682
16.68,-2.3502527,-3.971887823,12.78024049
16.69,-2.520407893,-4.303938635,12.54334562
16.7,-2.707391276,-4.665797599,12.32892116
16.71,-2.912562749,-5.06005945,12.13929544
16.72,-3.137404321,-5.489409028,11.97726482
16.73,-3.383515356,-5.956583271,11.84617202
16.74,-3.652603801,-6.464314919,11.74999407
16.75,-3.946471794,-7.015252414,11.69343949
16.76,-4.266993599,-7.611849226,11.68205278
16.77,-4.616083305,-8.256214522,11.72232278
16.78,-4.995649145,-8.949915792,11.82178873
16.79,-5.407530639,-9.693723025,11.98913449
16.8,-5.853414102,-10.48728367,12.23425625
16.81,-6.334721518,-11.32871853,12.56828295
16.82,-6.852467397,-12.2141318,13.00352024
16.83,-7.407078445,-13.13703506,13.55328013
16.84,-7.998171794,-14.08769652,14.23154815
16.85,-8.624289904,-15.05244497,15.05243161
16.86,-9.28259441,-16.01298487,16.02932859
16.87,-9.968528004,-16.94581421,17.1737625
16.88,-10.67546332,-17.8218794,18.49384842
16.89,-11.39437093,-18.60664559,19.99240306
16.9,-12.11355418,-19.26079339,21.66478572
16.91,-12.81851465,-19.74175638,23.49666607
16.92,-13.49202443,-20.00626195,25.46204466
16.93,-14.11448391,-20.01390828,27.52197724
16.94,-14.66462959,-19.73159187,29.62452654
16.95,-15.12061923,-19.13831458,31.7064238
16.96,-15.46145971,-18.22961187,33.69671497
16.97,-15.66866422,-17.0206617,35.52228306
16.98,-15.72794645,-15.54717392,37.11464392
16.99,-15.63070565,-13.86349113,38.41695382
17,-15.37505265,-12.03791666,39.38992858
17.01,-14.96618514,-10.14595964,40.0154932
17.02,-14.41603162,-8.262716679,40.29746576
17.03,-13.7422199,-6.455794991,40.25927922
17.04,-12.96654617,-4.779960998,39.93941463
17.05,-12.11319321,-3.274176978,39.38563662
17.06,-11.20695593,-1.961075044,38.64918629
17.07,-10.27168672,-0.848419887,37.77984654
17.08,-9.329095685,0.068153176,36.82239533
17.09,-8.397956973,0.80186364,35.81456057
17.1,-7.493703254,1.371571328,34.78629391
17.11,-6.628345428,1.799004864,33.76002576
17.12,-5.810634496,2.106609328,32.75153291
17.13,-5.046381648,2.316032875,31.77109877
17.14,-4.338863824,2.447177277,30.82473027
17.15,-3.689258432,2.517695344,29.91528297
17.16,-3.097067912,2.542812565,29.04341769
17.17,-2.560509649,2.535364853,28.20836407
17.18,-2.076858274,2.505966965,27.40849832
17.19,-1.642735655,2.463249361,26.64175929
17.2,-1.254349205,2.414121288,25.90593318
17.21,-0.907682338,2.364033416,25.19883725
17.22,-0.598642491,2.317224588,24.51842937
17.23,-0.323172677,2.276944814,23.86286557
17.24,-0.077332497,2.245651521,23.23052289
17.25,0.142645936,2.225178989,22.62000043
17.26,0.340322285,2.216882536,22.03010797
17.27,0.519028256,2.221759833,21.45984844
17.28,0.681860305,2.240552017,20.90839857
17.29,0.831681781,2.273827298,20.37509031
17.3,0.971132085,2.322049607,19.85939465
17.31,1.102640859,2.385634599,19.3609087
17.32,1.228445627,2.46499508,18.87934632
17.33,1.350611641,2.560577648,18.41453245
17.34,1.471052968,2.672892087,17.96640125
17.35,1.591554062,2.802534787,17.53499772
17.36,1.713791274,2.950207233,17.12048307
17.37,1.839353862,3.116730361,16.72314363
17.38,1.969764196,3.303055344,16.34340344
17.39,2.106496911,3.510271155,15.98184078
17.4,2.250996794,3.739608979,15.6392088
17.41,2.404695246,3.992443323,15.31646063
17.42,2.569025098,4.270289362,15.0147793
17.43,2.74543355,4.574795745,14.73561308
17.44,2.935392934,4.90773171,14.48071652
17.45,3.140408891,5.270966934,14.25219762
17.46,3.362025413,5.666442017,14.05257146
17.47,3.601826041,6.096126927,13.88482029
17.48,3.861430279,6.56196405,13.75245953
17.49,4.14248402,7.065791751,13.65960883
17.5,4.446642477,7.609243521,13.61106585
17.51,4.775543726,8.193617057,13.61237955
17.52,5.1307706,8.819706906,13.66991731
17.53,5.513798256,9.487594017,13.7909179
17.54,5.925924352,10.19638577,13.98351859
17.55,6.368178518,10.94390137,14.25674057
17.56,6.841207756,11.72630039,14.62041158
17.57,7.345134736,12.53765754,15.08499891
17.58,7.879386943,13.36949535,15.66132061
17.59,8.442496492,14.21029908,16.36009854
17.6,9.031873598,15.04505606,17.19131624
17.61,9.643561435,15.8548836,18.16335039
17.62,10.27198675,16.61683569,19.28186077
17.63,10.90972904,17.30400332,20.54845366
17.64,11.54734071,17.88604062,21.95918153
17.65,12.17326048,18.33024766,23.50300697
17.66,12.77386916,18.60330816,25.16043556
17.67,13.33373845,18.67370346,26.90259497
17.68,13.836115,18.51469857,28.69108222
17.69,14.26365995,18.10763177,30.47888402
17.7,14.59942874,17.44506796,32.21256936
17.71,14.82802849,16.53325191,33.83574845
17.72,14.9368411,15.39328302,35.29351287
17.73,14.91716124,14.06057468,36.5372872
17.74,14.7650844,12.58245718,37.52932545
17.75,14.48200091,11.01417105,38.24606519
17.76,14.0746075,9.413862368,38.67974292
17.77,13.55442661,7.837412317,38.83803371
17.78,12.93690576,6.333936325,38.74189637
17.79,12.24023334,4.942580272,38.42215056
17.8,11.48403828,3.690905662,37.91548786
17.81,10.68813541,2.594807805,37.2606005
17.82,9.871444527,1.65964938,36.49494258
17.83,9.051161025,0.882163723,35.6524007
17.84,8.242205526,0.252681836,34.76192401
17.85,7.456938433,-0.242676486,33.84699753
17.86,6.705098385,-0.620083742,32.92575501
17.87,5.993910885,-0.896474586,32.01150716
17.88,5.32831219,-1.088427733,31.11348616
17.89,4.711239685,-1.211423392,30.23765429
17.9,4.143949767,-1.27940981,29.38747506
17.91,3.626334787,-1.304604576,28.56458958
17.92,3.157220221,-1.297461558,27.76937401
17.93,2.734631076,-1.266745985,27.00137647
17.94,2.356022404,-1.21967345,26.25964419
17.95,2.01847289,-1.162080972,25.54295808
17.96,1.718843105,-1.098608424,24.84999332
17.97,1.453901507,-1.032876503,24.17942334
17.98,1.220422038,-0.967653053,23.52998244
17.99,1.015257351,-0.905003475,22.90049918
18,0.835391601,-0.846423515,22.28991029
18.01,0.677976433,-0.792954347,21.69726195
18.02,0.540353425,-0.745280807,21.12170378
18.03,0.420065798,-0.703814196,20.56247899
18.04,0.314861822,-0.66876124,20.01891293
18.05,0.222691926,-0.640180947,19.49040166
18.06,0.141701203,-0.618030968,18.97640131
18.07,0.070218651,-0.602205051,18.47641858
18.08,0.006744249,-0.592562984,17.99000274
18.09,-0.050065273,-0.588954316,17.51673897
18.1,-0.101411311,-0.591236974,17.05624291
18.11,-0.148368422,-0.599291768,16.60815653
18.12,-0.191899133,-0.613033643,16.17214481
18.13,-0.232868294,-0.632420392,15.74789346
18.14,-0.272056792,-0.657459468,15.33510723
18.15,-0.310174535,-0.68821342,14.93350898
18.16,-0.347872681,-0.72480438,14.54283919
18.17,-0.385755084,-0.767417986,14.1628561
18.18,-0.424389019,-0.816307034,13.79333624
18.19,-0.464315233,-0.871795126,13.43407547
18.2,-0.506057386,-0.934280518,13.08489058
18.21,-0.550130987,-1.004240339,12.74562132
18.22,-0.597051894,-1.082235345,12.41613316
18.23,-0.647344503,-1.16891531,12.0963207
18.24,-0.701549689,-1.265025169,11.78611195
18.25,-0.760232629,-1.37141199,11.48547359
18.26,-0.823990583,-1.489032843,11.19441744
18.27,-0.893460722,-1.618963596,10.91300839
18.28,-0.969328102,-1.762408676,10.64137408
18.29,-1.052333854,-1.920711768,10.37971669
18.3,-1.14328365,-2.0953674,10.12832733
18.31,-1.243056509,-2.2880333,9.887603511
18.32,-1.352613972,-2.500543327,9.658070399
18.33,-1.473009644,-2.734920678,9.440406631
18.34,-1.605399089,-2.993390891,9.235475575
18.35,-1.751049975,-3.278394001,9.044363171
18.36,-1.911352341,-3.592594868,8.868423605
18.37,-2.087828726,-3.938890353,8.709334274
18.38,-2.282143789,-4.320411498,8.569161696
18.39,-2.496112882,-4.740518158,8.450440154
18.4,-2.731708803,-5.202782692,8.356264961
18.41,-2.991065635,-5.710958116,8.29040218
18.42,-3.276478207,-6.268924685,8.257416364
18.43,-3.590395168,-6.880606985,8.262817241
18.44,-3.935402999,-7.549851391,8.313225054
18.45,-4.314197463,-8.280251061,8.416552165
18.46,-4.729537955,-9.074902682,8.58219522
18.47,-5.184178993,-9.936076148,8.821227013
18.48,-5.680771726,-10.8647758,9.146569679
18.49,-6.221726907,-11.86017069,9.573120229
18.5,-6.80902948,-12.91887305,10.11778513
18.51,-7.443994215,-14.03405142,10.79936244
18.52,-8.126952183,-15.1943803,11.63818849
18.53,-8.856860302,-16.38285755,12.65544412
18.54,-9.630831986,-17.57556682,13.87199758
18.55,-10.4435976,-18.74053091,15.30665852
18.56,-11.28692066,-19.83689096,16.97374347
18.57,-12.14902038,-20.81474773,18.8799297
18.58,-13.01408322,-21.6160902,21.02051948
18.59,-13.86198034,-22.17726894,23.375464
18.6,-14.66833801,-22.43338357,25.90578662
18.61,-15.4051169,-22.32467966,28.55133804
18.62,-16.04182857,-21.8045569,31.23098595
18.63,-16.54743632,-20.84813302,33.84622883
18.64,-16.89285026,-19.45966914,36.28868826
18.65,-17.05375462,-17.67684213,38.45097909
18.66,-17.01334731,-15.57014462,40.2393079
18.67,-16.76449194,-13.23671212,41.58525307
18.68,-16.31083419,-10.78937669,42.45400827
18.69,-15.66662532,-8.34316776,42.84714678
18.7,-14.85527357,-6.002210155,42.79945827
18.71,-13.90691768,-3.849691567,42.37102367
18.72,-12.85549384,-1.942459161,41.63677912
18.73,-11.73580232,-0.310389514,40.67603886
18.74,-10.58098662,1.040472048,39.56389174
18.75,-9.420670726,2.122566014,38.36544713
18.76,-8.279825581,2.960803661,37.1330035
18.77,-7.178300175,3.587021288,35.90560795
18.78,-6.130874973,4.03553215,34.71022474
18.79,-5.14767148,4.339965625,33.56375382
18.8,-4.234764667,4.531294437,32.47530979
18.81,-3.394876847,4.636810539,31.4483798
18.82,-2.628068142,4.67977815,30.48266123
18.83,-1.932371499,4.679521768,29.57551119
18.84,-1.304345697,4.651760959,28.72302021
18.85,-0.739537472,4.609059884,27.92076281
18.86,-0.232854914,4.561306947,27.16429099
18.87,0.221139678,4.516175315,26.44943552
18.88,0.628006619,4.479539261,25.77247066
18.89,0.993263955,4.455836501,25.13018687
18.9,1.322270068,4.448375532,24.51990511
18.91,1.620144179,4.459591596,23.93945703
18.92,1.891716519,4.491256894,23.38714773
18.93,2.141501267,4.544651182,22.86171212
18.94,2.373686641,4.620698592,22.36227205
18.95,2.592137509,4.720075885,21.88829801
18.96,2.800406875,4.843296566,21.43957772
18.97,3.001753239,4.990774525,21.01619238
18.98,3.199161514,5.162870139,20.61850066
18.99,3.395365566,5.35992113,20.24713002
19,3.592870892,5.582259867,19.90297464
19.01,3.793976177,5.830218281,19.5871992
19.02,4.000792693,6.104121077,19.30124746
19.03,4.215260656,6.404267485,19.04685455
19.04,4.439161728,6.730901409,18.8260618
19.05,4.674126913,7.084169477,18.64123251
19.06,4.921639088,7.464066236,18.49506681
19.07,5.183029424,7.870365533,18.39061328
19.08,5.459466902,8.302537094,18.33127436
19.09,5.751940145,8.759647449,18.32080176
19.1,6.061230765,9.240244781,18.36327719
19.11,6.387877527,9.742228037,18.46307271
19.12,6.732130762,10.26270197,18.62478392
19.13,7.093896778,10.7978216,18.85312825
19.14,7.472672482,11.3426323,19.15279979
19.15,7.86747117,11.89091501,19.52827249
19.16,8.276741432,12.43505047,19.98354396
19.17,8.698282507,12.96592101,20.52181509
19.18,9.129161106,13.47287352,21.14510521
19.19,9.565636697,13.94377159,21.85380966
19.2,10.00310441,14.36516724,22.64621707
19.21,10.43606671,14.72262191,23.51801634
19.22,10.85814655,15.00120012,24.4618383
19.23,11.26215505,15.18614621,25.46689105
19.24,11.64022571,15.26373329,26.51875945
19.25,11.98402348,15.22224551,27.59944195
19.26,12.2850311,15.05302113,28.6876894
19.27,12.53490625,14.75145264,29.75968601
19.28,12.72589279,14.3178168,30.79007233
19.29,12.85125813,13.75780234,31.75325768
19.3,12.90571996,13.08262234,32.6249138
19.31,12.8858199,12.30864347,33.38349471
19.32,12.79020266,11.45653123,34.01160382
19.33,12.61976653,10.54998496,34.49703701
19.34,12.37766489,9.614203439,34.83337188
19.35,12.06915581,8.674264559,35.02004147
19.36,11.70131539,7.75360967,35.06190935
19.37,11.28264608,6.872796115,34.96843531
19.38,10.82262116,6.048626583,34.75256993
19.39,10.33120984,5.293697452,34.42953574
19.4,9.818424304,4.616345251,34.01564151
19.41,9.293921352,4.020922719,33.52724367
19.42,8.766680332,3.50830966,32.97992495
19.43,8.24476765,3.076558209,32.38791694
19.44,7.735187876,2.72158261,31.7637573
19.45,7.24381389,2.437823536,31.1181486
19.46,6.775383677,2.218840011,30.45997325
19.47,6.333549153,2.057803545,29.7964171
19.48,5.920962262,1.94788644,29.13315848
19.49,5.539384843,1.882548451,28.47458759
19.5,5.189810856,1.855733397,27.82403032
19.51,4.872591938,1.861990815,27.18395936
19.52,4.587559602,1.896538457,26.55618262
19.53,4.334139499,1.955280403,25.94200454
19.54,4.111454909,2.034793593,25.34235977
19.55,3.918418005,2.132293298,24.75792111
19.56,3.753808477,2.245585767,24.18918483
19.57,3.616339797,2.37301427,23.63653717
19.58,3.504713917,2.513403005,23.1003057
19.59,3.417665449,2.666001957,22.58079906
19.6,3.353996519,2.830434704,22.07833806
19.61,3.312603534,3.006650283,21.59328078
19.62,3.292497037,3.194879666,21.12604364
19.63,3.292815758,3.395596854,20.67712024
19.64,3.312835837,3.609484292,20.24709919
19.65,3.351976066,3.837402021,19.83668204
19.66,3.409799843,4.080359805,19.44670212
19.67,3.486014401,4.339491263,19.07814477
19.68,3.580467689,4.616028909,18.73216966
19.69,3.693143186,4.911278866,18.4101352
19.7,3.824152711,5.226593815,18.11362552
19.71,3.973727211,5.563342623,17.84447982
19.72,4.142205294,5.922874857,17.60482386
19.73,4.330019151,6.3064782,17.39710327
19.74,4.537677334,6.715326572,17.22411758
19.75,4.765743693,7.150416523,17.08905375
19.76,5.014811587,7.612489334,16.99551699
19.77,5.28547234,8.101936141,16.94755603
19.78,5.578276747,8.618683535,16.94967878
19.79,5.89368831,9.162057422,17.00685291
19.8,6.232026872,9.730623728,17.12448433
19.81,6.593401309,10.32200592,17.3083649
19.82,6.97763023,10.93268151,17.56457846
19.83,7.38415004,11.55776307,17.89935305
19.84,7.811910551,12.19077368,18.31884561
19.85,8.259259506,12.82343295,18.82884599
19.86,8.723819158,13.44547702,19.43438844
19.87,9.202360353,14.04454418,20.13926441
19.88,9.690682494,14.60616638,20.94543892
19.89,10.1835111,15.11391333,21.85238678
19.9,10.6744282,15.54973835,22.85638427
19.91,11.15585391,15.89457055,23.94981516
19.92,11.61909923,16.12918159,25.12057536
19.93,12.05450974,16.23532621,26.35168264
19.94,12.45171578,16.19711176,27.62120961
19.95,12.79999645,16.00249824,28.90265084
19.96,13.08875203,15.64477386,30.16580222
19.97,13.30806265,15.1238074,31.37816785
19.98,13.44929356,14.44686312,32.50682399
19.99,13.50569125,13.62879046,33.52057404
20,13.47290574,12.69147506,34.39214732
20.01,13.34937458,11.66255028,35.10015235
20.02,13.13651664,10.57349624,35.63051028
20.03,12.83870618,9.457364752,35.97716992
20.04,12.46302704,8.346433092,36.14202622
20.05,12.01883592,7.270090426,36.13409868
20.06,11.51718757,6.253199682,35.96814193
20.07,10.97018787,5.31507537,35.66292992
20.08,10.39034256,4.469103123,35.23946836
20.09,9.789960039,3.722928006,34.71935363
20.1,9.180651031,3.079073859,34.12342859
20.11,8.572949084,2.535830462,33.47080861
20.12,7.976058142,2.088253325,32.77828283
20.13,7.39771953,1.729150784,32.06004658
20.14,6.844181272,1.449972203,31.32769384
20.15,6.320247999,1.241549344,30.59039121
20.16,5.829388784,1.094674428,29.85516046
20.17,5.373882003,1.000520525,29.12721037
20.18,4.95497951,0.950923159,28.41027435
20.19,4.573076279,0.938547992,27.70692553
20.2,4.2278754,0.956970426,27.01885358
20.21,3.918541652,1.000690804,26.34709693
20.22,3.64383963,1.065105347,25.69223031
20.23,3.402254482,1.146448891,25.05451135
20.24,3.192094855,1.241721689,24.43399206
20.25,3.011578678,1.348609199,23.83060135
20.26,2.858903068,1.465401082,23.24420483
20.27,2.732300019,1.590913547,22.67464726
20.28,2.63007966,1.724417587,22.12178236
20.29,2.550662921,1.865574496,21.58549373
20.3,2.492605329,2.014379259,21.06570986
20.31,2.454613534,2.171111849,20.56241548
20.32,2.435556004,2.336296065,20.07566117
20.33,2.434469118,2.510665337,19.60557226
20.34,2.450559737,2.695134737,19.15235822
20.35,2.483205135,2.890778373,18.71632324
20.36,2.531951004,3.098811251,18.29787847
20.37,2.59650811,3.320574673,17.89755659
20.38,2.676747996,3.557524175,17.51602895
20.39,2.77269804,3.811218966,17.15412584
20.4,2.884535995,4.083311742,16.81286017
20.41,3.012584061,4.375537648,16.49345494
20.42,3.157302358,4.689700983,16.19737481
20.43,3.319281594,5.027658078,15.92636215
20.44,3.499234542,5.391294471,15.68247755
20.45,3.697985786,5.782494219,15.46814501
20.46,3.916459045,6.203098769,15.28620129
20.47,4.155661169,6.654852382,15.1399488
20.48,4.416661663,7.139330631,15.03321067
20.49,4.700566388,7.657847974,14.97038567
20.5,5.008483778,8.211340044,14.95649939
20.51,5.341481656,8.800215994,14.99724668
20.52,5.700532476,9.42417636,15.09901778
20.53,6.086444617,10.08199255,15.26889827
20.54,6.499777268,10.77124567,15.51462938
20.55,6.940736592,11.48802517,15.84451194
20.56,7.409051358,12.22659276,16.26723313
20.57,7.903827193,12.97902399,16.79159232
20.58,8.423380389,13.73484999,17.42610042
20.59,8.965054827,14.48073516,18.17842872
20.6,9.52502939,15.20024217,19.0546895
20.61,10.09812829,15.87375301,20.05854486
20.62,10.67765282,16.47862965,21.19016421
20.63,11.25525969,16.98970629,22.44508568
20.64,11.82091742,17.38019937,23.81308273
20.65,12.36297624,17.62309357,25.27718744
20.66,12.86838659,17.69300558,26.813068
20.67,13.32309434,17.56843992,28.38898154
20.68,13.71262451,17.23424196,29.96650683
20.69,14.02284045,16.68394157,31.50218695
20.7,14.24083306,15.92160178,32.95007542
20.71,14.3558611,14.96277628,34.26499732
20.72,14.36023689,13.83426701,35.40614884
20.73,14.25004071,12.5725589,36.34052227
20.74,14.02555838,11.221058,37.04561284
20.75,13.69137072,9.826506864,37.51096455
20.76,13.25607531,8.435120807,37.7383288
20.77,12.73167744,7.089029049,37.7404808
20.78,12.13273536,5.82350621,37.53898658
20.79,11.47537418,4.665280833,37.16136954
20.8,10.77628789,3.631975083,36.63816035
20.81,10.05183229,2.732529557,36.00023975
20.82,9.317281685,1.968341856,35.27674292
20.83,8.586286526,1.334807411,34.49363731
20.84,7.870537053,0.822980023,33.67295392
20.85,7.179613835,0.421139064,32.83256484
20.86,6.520991526,0.116131705,31.98636067
20.87,5.900156507,-0.105568316,31.14467927
20.88,5.320800055,-0.257089447,30.31485943
20.89,4.785053742,-0.350648761,29.50182411
20.9,4.293740676,-0.397249966,28.70863085
20.91,3.84662337,-0.406543129,27.93695402
20.92,3.442635426,-0.386800091,27.18748444
20.93,3.080089521,-0.344967018,26.46024576
20.94,2.756858104,-0.286764002,25.75483476
20.95,2.470526078,-0.216809517,25.07059717
20.96,2.218516552,-0.138754221,24.40675116
20.97,1.998191874,-0.055413796,23.76247048
20.98,1.80693273,0.031105571,23.13693737
20.99,1.642198275,0.11929269,22.52937393
21,1.501570268,0.208129594,21.93905849
21.01,1.382783943,0.297002945,21.36533225
21.02,1.283748156,0.385628308,20.80759972
21.03,1.202556983,0.473986505,20.26532582
21.04,1.137494713,0.562270996,19.73803126
21.05,1.087035839,0.650845156,19.22528752
21.06,1.049841417,0.740208261,18.72671216
21.07,1.024752915,0.830969087,18.24196475
21.08,1.01078445,0.923826058,17.77074393
21.09,1.007114167,1.01955302,17.3127855
21.1,1.013075309,1.118989777,16.8678616
21.11,1.028147445,1.22303667,16.43578119
21.12,1.051948184,1.332652548,16.01639159
21.13,1.084225622,1.448855592,15.60958135
21.14,1.124851714,1.572726524,15.21528433
21.15,1.173816669,1.705413803,14.83348523
21.16,1.23122447,1.848140469,14.46422666
21.17,1.297289525,2.00221233,14.10761791
21.18,1.372334475,2.169027216,13.76384582
21.19,1.456789136,2.350085025,13.43318791
21.2,1.551190519,2.546998262,13.11602837
21.21,1.65618386,2.761502736,12.81287718
21.22,1.772524567,2.995467995,12.52439312
21.23,1.901080935,3.25090696,12.25141131
21.24,2.04283746,3.529984062,11.994976
21.25,2.198898493,3.835020935,11.75637959
21.26,2.370491932,4.168498435,11.53720882
21.27,2.558972503,4.533053326,11.3393992
21.28,2.765824075,4.931467464,11.16529883
21.29,2.992660252,5.366646617,11.0177426
21.3,3.241222239,5.841585238,10.90013771
21.31,3.513372697,6.359312425,10.81656093
